Date,Price
12/5/16,42911.43448
12/6/16,42911.43448
12/7/16,49944.23616
12/8/16,53261.00542
12/9/16,52931.24202
12/10/16,52931.24202
12/11/16,52797.62974
12/12/16,53381.37269
12/13/16,55132.60153
12/14/16,54548.85858
12/15/16,53446.23302
12/16/16,51501.0718
12/17/16,51501.0718
12/18/16,51501.0718
12/19/16,51501.0718
12/20/16,51501.0718
12/21/16,51501.0718
12/22/16,51501.0718
12/23/16,51501.0718
12/24/16,51501.0718
12/25/16,51501.0718
12/26/16,51501.0718
12/27/16,51501.0718
12/28/16,51532.73917
12/29/16,54843.41903
12/30/16,59665.49621
12/31/16,59089.7258
1/1/17,59082.15206
1/2/17,59226.95766
1/3/17,60675.01364
1/4/17,69435.75232
1/5/17,80875.39456
1/6/17,72330.41622
1/7/17,72330.41622
1/8/17,73224.73134
1/9/17,77506.00692
1/10/17,76090.23338
1/11/17,76722.11054
1/12/17,73896.88706
1/13/17,73896.88706
1/14/17,73896.88706
1/15/17,73896.88706
1/16/17,73896.88706
1/17/17,73896.88706
1/18/17,73958.39831
1/19/17,73171.6265
1/20/17,74530.596
1/21/17,75961.09021
1/22/17,78178.35625
1/23/17,77033.96088
1/24/17,77248.53501
1/25/17,75603.46666
1/26/17,75460.41724
1/27/17,75818.04079
1/28/17,75460.41724
1/29/17,75674.99137
1/30/17,75031.26898
1/31/17,75818.04079
2/1/17,76533.2879
2/2/17,76676.33732
2/3/17,77391.58443
2/4/17,78607.50451
2/5/17,81611.54236
2/6/17,80538.6717
2/7/17,81110.86939
2/8/17,82326.78947
2/9/17,81611.54236
2/10/17,77502.80535
2/11/17,77117.2289
2/12/17,77724.43592
2/13/17,77589.50102
2/14/17,77117.2289
2/15/17,88654.16225
2/16/17,87574.6831
2/17/17,84988.65588
2/18/17,84236.76412
2/19/17,85161.63697
2/20/17,85227.69932
2/21/17,83311.89126
2/22/17,84765.26289
2/23/17,84236.76412
2/24/17,87275.63207
2/25/17,87209.56972
2/26/17,90182.37532
2/27/17,97383.17112
2/28/17,103460.907
3/1/17,104848.2163
3/2/17,114757.5683
3/3/17,127309.4142
3/4/17,130017.9704
3/5/17,123213.5487
3/6/17,128168.2247
3/7/17,130017.9704
3/8/17,125261.4814
3/9/17,117930.5428
3/10/17,121856.9495
3/11/17,131293.4547
3/12/17,147978.2899
3/13/17,159944.8725
3/14/17,195844.6203
3/15/17,196186.5227
3/16/17,243779.3313
3/17/17,314279.598
3/18/17,305116.6147
3/19/17,266850.2187
3/20/17,305603.4451
3/21/17,299238.7102
3/22/17,305834.6971
3/23/17,274841.5924
3/24/17,281125.0646
3/25/17,346124.2469
3/26/17,330234.1047
3/27/17,331738.1099
3/28/17,320229.2004
3/29/17,328926.2741
3/30/17,347235.9029
3/31/17,339258.1361
4/1/17,329819.1955
4/2/17,332041.0934
4/3/17,323149.1355
4/4/17,323149.1355
4/5/17,325567.9568
4/6/17,327837.432
4/7/17,327582.2991
4/8/17,327582.2991
4/9/17,327582.2991
4/10/17,327582.2991
4/11/17,327582.2991
4/12/17,327582.2991
4/13/17,323734.9969
4/14/17,346649.4177
4/15/17,328214.801
4/16/17,330020.9954
4/17/17,324558.918
4/18/17,323277.69
4/19/17,335752.805
4/20/17,322198.7611
4/21/17,326255.5723
4/22/17,319582.6269
4/23/17,321168.2773
4/24/17,323480.6841
4/25/17,331144.661
4/26/17,332399.9676
4/27/17,352947.354
4/28/17,420667.8397
4/29/17,483234.9617
4/30/17,465132.1196
5/1/17,534306.1182
5/2/17,493840.9409
5/3/17,482638.7785
5/4/17,505914.3825
5/5/17,597274.2399
5/6/17,552985.2463
5/7/17,552985.2463
5/8/17,552985.2463
5/9/17,535050.2212
5/10/17,518141.12
5/11/17,528792.5686
5/12/17,528433.531
5/13/17,503642.5836
5/14/17,483844.9102
5/15/17,483844.9102
5/16/17,464115.9002
5/17/17,448714.6468
5/18/17,432770.7797
5/19/17,447312.0833
5/20/17,581877.6789
5/21/17,574856.4609
5/22/17,691799.2643
5/23/17,647719.0346
5/24/17,682785.5784
5/25/17,787684.2424
5/26/17,748495.2396
5/27/17,678553.875
5/28/17,729647.15
5/29/17,800689.6099
5/30/17,888933.7444
5/31/17,955897.088
6/1/17,957777.9912
6/2/17,883577.4037
6/3/17,863282.0947
6/4/17,874594.7376
6/5/17,954482.989
6/6/17,964201.7544
6/7/17,1027257.104
6/8/17,949904.4787
6/9/17,956382.5449
6/10/17,1033073.382
6/11/17,1257969.078
6/12/17,1268359.688
6/13/17,1379927.881
6/14/17,1244532.897
6/15/17,1132433.672
6/16/17,1245186.398
6/17/17,1283404.235
6/18/17,1336728.081
6/19/17,1274673.905
6/20/17,1299524.555
6/21/17,1258020.254
6/22/17,1183426.081
6/23/17,1151045.575
6/24/17,1176114.545
6/25/17,1121921.51
6/26/17,1121921.51
6/27/17,1041932.738
6/28/17,1139906.49
6/29/17,1251385.001
6/30/17,1184593.339
7/1/17,1121398.197
7/2/17,1115751.362
7/3/17,1115751.362
7/4/17,1115751.362
7/5/17,1115751.362
7/6/17,1115751.362
7/7/17,1115751.362
7/8/17,1115751.362
7/9/17,1115751.362
7/10/17,1115751.362
7/11/17,1115751.362
7/12/17,1034723.375
7/13/17,1173788.811
7/14/17,1075665.186
7/15/17,1084722.369
7/16/17,1037986.546
7/17/17,964932.7129
7/18/17,1183044.146
